arm,split,direction,entry_time_server,entry_time_utc,exit_time_server,exit_reason,entry,sl_initial,tp,tp_binding,r_pips,hl_e,ts_bars,swap_events,swap_weighted,gross_r,cost_pips_x1,net_r_x1,net_r_x1_5,net_r_x2,feature_time_utc,decision_time_utc,execution_time_utc
control,train,1,2015-01-15 12:00:00,2015-01-15 10:00:00,2015-01-15 16:00:00,SL,1.17220,1.16612,1.17994,TP_mean,60.8,4.06,9,0,0,-1.0000,1.50,-1.0247,-1.0370,-1.0494,2015-01-15 10:00:00,2015-01-15 10:00:00,2015-01-15 10:00:00
control,train,1,2015-01-19 10:00:00,2015-01-19 08:00:00,2015-01-19 17:00:00,TP,1.15575,1.15086,1.16309,TP_cap,48.9,14.62,30,0,0,1.5000,1.50,1.4693,1.4540,1.4387,2015-01-19 08:00:00,2015-01-19 08:00:00,2015-01-19 08:00:00
control,train,1,2015-01-23 09:00:00,2015-01-23 07:00:00,2015-01-23 10:00:00,SL,1.13356,1.12762,1.14247,TP_cap,59.4,35.43,71,0,0,-1.0000,1.50,-1.0253,-1.0379,-1.0505,2015-01-23 07:00:00,2015-01-23 07:00:00,2015-01-23 07:00:00
control,train,-1,2015-02-03 16:00:00,2015-02-03 14:00:00,2015-02-03 20:00:00,SL,1.14423,1.14927,1.13667,TP_cap,50.4,3.70,8,0,0,-1.0000,1.50,-1.0298,-1.0446,-1.0595,2015-02-03 14:00:00,2015-02-03 14:00:00,2015-02-03 14:00:00
control,train,-1,2015-02-04 14:00:00,2015-02-04 12:00:00,2015-02-04 22:00:00,SL,1.14572,1.15026,1.13891,TP_cap,45.4,17.38,35,0,0,0.5121,1.50,0.4791,0.4625,0.4460,2015-02-04 12:00:00,2015-02-04 12:00:00,2015-02-04 12:00:00
control,train,1,2015-02-20 14:00:00,2015-02-20 12:00:00,2015-02-20 15:00:00,SL,1.13206,1.12840,1.13755,TP_cap,36.6,7.17,15,0,0,-1.0000,1.50,-1.0410,-1.0615,-1.0820,2015-02-20 12:00:00,2015-02-20 12:00:00,2015-02-20 12:00:00
control,train,1,2015-02-23 12:00:00,2015-02-23 10:00:00,2015-02-23 19:00:00,SL,1.13122,1.12674,1.13748,TP_mean,44.8,6.28,13,0,0,0.3532,1.50,0.3198,0.3030,0.2863,2015-02-23 10:00:00,2015-02-23 10:00:00,2015-02-23 10:00:00
control,train,1,2015-02-24 12:00:00,2015-02-24 10:00:00,2015-02-24 17:00:00,SL,1.13030,1.12706,1.13516,TP_cap,32.4,4.88,10,0,0,0.2957,1.50,0.2494,0.2263,0.2032,2015-02-24 10:00:00,2015-02-24 10:00:00,2015-02-24 10:00:00
control,train,1,2015-02-26 16:00:00,2015-02-26 14:00:00,2015-02-26 17:00:00,SL,1.12579,1.12180,1.13177,TP_cap,39.9,5.99,12,0,0,-1.0000,1.50,-1.0376,-1.0565,-1.0753,2015-02-26 14:00:00,2015-02-26 14:00:00,2015-02-26 14:00:00
control,train,1,2015-02-27 17:00:00,2015-02-27 15:00:00,2015-03-02 17:00:00,SL,1.11867,1.11445,1.12500,TP_cap,42.2,29.72,60,1,1,0.4324,2.30,0.3779,0.3507,0.3235,2015-02-27 15:00:00,2015-02-27 15:00:00,2015-02-27 15:00:00
control,train,1,2015-03-04 13:00:00,2015-03-04 11:00:00,2015-03-04 16:00:00,SL,1.11238,1.10942,1.11682,TP_cap,29.6,7.24,15,0,0,-1.0000,1.50,-1.0507,-1.0761,-1.1015,2015-03-04 11:00:00,2015-03-04 11:00:00,2015-03-04 11:00:00
control,train,1,2015-03-13 16:00:00,2015-03-13 14:00:00,2015-03-13 19:00:00,SL,1.05335,1.04763,1.06193,TP_cap,57.2,15.02,31,0,0,-1.0000,1.50,-1.0262,-1.0393,-1.0524,2015-03-13 14:00:00,2015-03-13 14:00:00,2015-03-13 14:00:00
control,train,-1,2015-03-20 16:00:00,2015-03-20 14:00:00,2015-03-20 19:00:00,SL,1.07967,1.08648,1.06946,TP_cap,68.1,12.05,25,0,0,-1.0000,1.50,-1.0220,-1.0331,-1.0441,2015-03-20 14:00:00,2015-03-20 14:00:00,2015-03-20 14:00:00
control,train,-1,2015-03-23 13:00:00,2015-03-23 11:00:00,2015-03-23 15:00:00,SL,1.08651,1.09375,1.07565,TP_cap,72.4,10.69,22,0,0,-1.0000,1.50,-1.0207,-1.0311,-1.0414,2015-03-23 11:00:00,2015-03-23 11:00:00,2015-03-23 11:00:00
control,train,-1,2015-03-24 09:00:00,2015-03-24 07:00:00,2015-03-24 10:00:00,SL,1.09155,1.09723,1.08304,TP_cap,56.8,12.44,25,0,0,-1.0000,1.50,-1.0264,-1.0396,-1.0529,2015-03-24 07:00:00,2015-03-24 07:00:00,2015-03-24 07:00:00
control,train,-1,2015-03-25 10:00:00,2015-03-25 08:00:00,2015-03-25 14:00:00,SL,1.09515,1.10009,1.08774,TP_cap,49.4,11.23,23,0,0,-1.0000,1.50,-1.0304,-1.0456,-1.0608,2015-03-25 08:00:00,2015-03-25 08:00:00,2015-03-25 08:00:00
control,train,-1,2015-03-26 10:00:00,2015-03-26 08:00:00,2015-03-26 15:00:00,TP,1.10128,1.10561,1.09479,TP_cap,43.3,9.13,19,0,0,1.5000,1.50,1.4653,1.4480,1.4307,2015-03-26 08:00:00,2015-03-26 08:00:00,2015-03-26 08:00:00
control,train,-1,2015-04-03 16:00:00,2015-04-03 13:00:00,2015-04-06 22:00:00,TP,1.10053,1.10570,1.09277,TP_cap,51.7,nan,nan,1,1,1.5000,2.30,1.4556,1.4333,1.4111,2015-04-03 13:00:00,2015-04-03 13:00:00,2015-04-03 13:00:00
control,train,1,2015-04-10 14:00:00,2015-04-10 11:00:00,2015-04-10 19:00:00,SL,1.05799,1.05347,1.06477,TP_cap,45.2,47.10,95,0,0,0.2938,1.50,0.2606,0.2440,0.2274,2015-04-10 11:00:00,2015-04-10 11:00:00,2015-04-10 11:00:00
control,train,1,2015-04-13 11:00:00,2015-04-13 08:00:00,2015-04-13 14:00:00,SL,1.05645,1.05206,1.06304,TP_cap,43.9,12.07,25,0,0,-1.0000,1.50,-1.0341,-1.0512,-1.0683,2015-04-13 08:00:00,2015-04-13 08:00:00,2015-04-13 08:00:00
control,train,1,2015-04-14 10:00:00,2015-04-14 07:00:00,2015-04-14 15:00:00,TP,1.05484,1.05068,1.06109,TP_cap,41.6,10.91,22,0,0,1.5000,1.50,1.4640,1.4460,1.4280,2015-04-14 07:00:00,2015-04-14 07:00:00,2015-04-14 07:00:00
control,train,-1,2015-04-24 10:00:00,2015-04-24 07:00:00,2015-04-24 15:00:00,SL,1.08738,1.09241,1.07983,TP_cap,50.3,10.43,21,0,0,0.5024,1.50,0.4726,0.4577,0.4428,2015-04-24 07:00:00,2015-04-24 07:00:00,2015-04-24 07:00:00
control,train,-1,2015-04-24 18:00:00,2015-04-24 15:00:00,2015-04-27 20:00:00,TIME_STOP,1.08625,1.09311,1.07630,TP_mean,68.6,12.64,26,1,1,-0.6355,2.30,-0.6690,-0.6858,-0.7025,2015-04-24 15:00:00,2015-04-24 15:00:00,2015-04-24 15:00:00
control,train,-1,2015-04-28 14:00:00,2015-04-28 11:00:00,2015-04-28 18:00:00,SL,1.09411,1.09859,1.08739,TP_cap,44.8,16.11,33,0,0,-1.0000,1.50,-1.0335,-1.0502,-1.0670,2015-04-28 11:00:00,2015-04-28 11:00:00,2015-04-28 11:00:00
control,train,-1,2015-05-07 11:00:00,2015-05-07 08:00:00,2015-05-07 14:00:00,TP,1.13666,1.14132,1.12967,TP_cap,46.6,20.85,42,0,0,1.5000,1.50,1.4678,1.4517,1.4356,2015-05-07 08:00:00,2015-05-07 08:00:00,2015-05-07 08:00:00
control,train,-1,2015-05-13 17:00:00,2015-05-13 14:00:00,2015-05-14 09:00:00,SL,1.13302,1.13882,1.12432,TP_cap,58.0,8.69,18,1,3,-1.0000,3.90,-1.0673,-1.1009,-1.1345,2015-05-13 14:00:00,2015-05-13 14:00:00,2015-05-13 14:00:00
control,train,1,2015-05-19 11:00:00,2015-05-19 08:00:00,2015-05-19 15:00:00,SL,1.11817,1.11224,1.12707,TP_cap,59.3,nan,nan,0,0,-1.0000,1.50,-1.0253,-1.0379,-1.0506,2015-05-19 08:00:00,2015-05-19 08:00:00,2015-05-19 08:00:00
control,train,1,2015-05-25 11:00:00,2015-05-25 08:00:00,2015-05-26 05:00:00,TIME_STOP,1.09727,1.09251,1.10441,TP_cap,47.6,8.56,18,1,1,-0.7393,2.30,-0.7876,-0.8118,-0.8359,2015-05-25 08:00:00,2015-05-25 08:00:00,2015-05-25 08:00:00
control,train,-1,2015-06-02 16:00:00,2015-06-02 13:00:00,2015-06-02 16:00:00,SL,1.10649,1.11235,1.09771,TP_cap,58.6,20.39,41,0,0,-1.0000,1.50,-1.0256,-1.0384,-1.0512,2015-06-02 13:00:00,2015-06-02 13:00:00,2015-06-02 13:00:00
control,train,-1,2015-06-03 17:00:00,2015-06-03 14:00:00,2015-06-04 11:00:00,SL,1.12145,1.12864,1.11066,TP_cap,71.9,31.89,64,1,3,-1.0000,3.90,-1.0542,-1.0813,-1.1085,2015-06-03 14:00:00,2015-06-03 14:00:00,2015-06-03 14:00:00
control,train,-1,2015-06-04 18:00:00,2015-06-04 15:00:00,2015-06-05 02:00:00,TP,1.12826,1.13501,1.11814,TP_cap,67.5,27.15,55,1,1,1.5000,2.30,1.4659,1.4489,1.4318,2015-06-04 15:00:00,2015-06-04 15:00:00,2015-06-04 15:00:00
control,train,1,2015-06-12 12:00:00,2015-06-12 09:00:00,2015-06-12 17:00:00,TP,1.11668,1.11111,1.12504,TP_cap,55.7,11.52,24,0,0,1.5000,1.50,1.4731,1.4596,1.4462,2015-06-12 09:00:00,2015-06-12 09:00:00,2015-06-12 09:00:00
control,train,-1,2015-06-18 11:00:00,2015-06-18 08:00:00,2015-06-18 15:00:00,SL,1.13789,1.14246,1.13104,TP_cap,45.7,21.10,43,0,0,-1.0000,1.50,-1.0328,-1.0493,-1.0657,2015-06-18 08:00:00,2015-06-18 08:00:00,2015-06-18 08:00:00
control,train,1,2015-06-23 14:00:00,2015-06-23 11:00:00,2015-06-23 15:00:00,SL,1.12196,1.11709,1.12927,TP_cap,48.7,87.36,175,0,0,-1.0000,1.50,-1.0308,-1.0462,-1.0616,2015-06-23 11:00:00,2015-06-23 11:00:00,2015-06-23 11:00:00
control,train,1,2015-06-29 11:00:00,2015-06-29 08:00:00,2015-06-29 17:00:00,TP,1.10702,1.09943,1.11649,TP_mean,75.9,6.02,13,0,0,1.2477,1.50,1.2279,1.2180,1.2082,2015-06-29 08:00:00,2015-06-29 08:00:00,2015-06-29 08:00:00
control,train,1,2015-07-06 14:00:00,2015-07-06 11:00:00,2015-07-06 19:00:00,TP,1.10308,1.09688,1.10880,TP_mean,62.0,3.11,7,0,0,0.9213,1.50,0.8972,0.8851,0.8730,2015-07-06 11:00:00,2015-07-06 11:00:00,2015-07-06 11:00:00
control,train,1,2015-07-07 11:00:00,2015-07-07 08:00:00,2015-07-07 11:00:00,SL,1.10061,1.09654,1.10657,TP_mean,40.7,2.83,6,0,0,-1.0000,1.50,-1.0368,-1.0553,-1.0737,2015-07-07 08:00:00,2015-07-07 08:00:00,2015-07-07 08:00:00
control,train,-1,2015-07-10 13:00:00,2015-07-10 10:00:00,2015-07-13 11:00:00,TP,1.11614,1.12224,1.10699,TP_cap,61.0,32.35,65,1,1,1.5000,2.30,1.4623,1.4434,1.4246,2015-07-10 10:00:00,2015-07-10 10:00:00,2015-07-10 10:00:00
control,train,1,2015-07-16 16:00:00,2015-07-16 13:00:00,2015-07-16 17:00:00,TP,1.08561,1.08118,1.09226,TP_cap,44.3,37.26,75,0,0,1.5000,1.50,1.4662,1.4493,1.4323,2015-07-16 13:00:00,2015-07-16 13:00:00,2015-07-16 13:00:00
control,train,1,2015-07-17 14:00:00,2015-07-17 11:00:00,2015-07-17 17:00:00,SL,1.08811,1.08461,1.09336,TP_cap,35.0,3.86,8,0,0,-1.0000,1.50,-1.0429,-1.0643,-1.0857,2015-07-17 11:00:00,2015-07-17 11:00:00,2015-07-17 11:00:00
control,train,1,2015-07-21 10:00:00,2015-07-21 07:00:00,2015-07-21 14:00:00,TP,1.08293,1.08013,1.08713,TP_cap,28.0,6.85,14,0,0,1.5000,1.50,1.4464,1.4195,1.3927,2015-07-21 07:00:00,2015-07-21 07:00:00,2015-07-21 07:00:00
control,train,-1,2015-07-27 10:00:00,2015-07-27 07:00:00,2015-07-27 10:00:00,SL,1.10282,1.10617,1.09780,TP_cap,33.5,7.54,16,0,0,-1.0000,1.50,-1.0448,-1.0672,-1.0897,2015-07-27 07:00:00,2015-07-27 07:00:00,2015-07-27 07:00:00
control,train,-1,2015-07-28 11:00:00,2015-07-28 08:00:00,2015-07-28 17:00:00,SL,1.10602,1.10948,1.10083,TP_cap,34.6,8.08,17,0,0,0.2440,1.50,0.2007,0.1790,0.1573,2015-07-28 08:00:00,2015-07-28 08:00:00,2015-07-28 08:00:00
control,train,1,2015-08-05 10:00:00,2015-08-05 07:00:00,2015-08-05 15:00:00,TP,1.08726,1.08405,1.09207,TP_cap,32.1,6.87,14,0,0,1.5000,1.50,1.4533,1.4299,1.4065,2015-08-05 07:00:00,2015-08-05 07:00:00,2015-08-05 07:00:00
control,train,1,2015-08-05 18:00:00,2015-08-05 15:00:00,2015-08-06 08:00:00,TIME_STOP,1.08661,1.08205,1.09346,TP_cap,45.6,6.67,14,1,3,1.0255,3.90,0.9400,0.8973,0.8545,2015-08-05 15:00:00,2015-08-05 15:00:00,2015-08-05 15:00:00
control,train,1,2015-08-07 16:00:00,2015-08-07 13:00:00,2015-08-07 17:00:00,TP,1.08586,1.08134,1.09126,TP_mean,45.2,6.67,14,0,0,1.1963,1.50,1.1631,1.1465,1.1299,2015-08-07 13:00:00,2015-08-07 13:00:00,2015-08-07 13:00:00
control,train,-1,2015-08-11 16:00:00,2015-08-11 13:00:00,2015-08-12 04:00:00,SL,1.10723,1.11201,1.10006,TP_cap,47.8,13.18,27,1,1,0.4550,2.30,0.4069,0.3828,0.3587,2015-08-11 13:00:00,2015-08-11 13:00:00,2015-08-11 13:00:00
control,train,-1,2015-08-12 10:00:00,2015-08-12 07:00:00,2015-08-12 10:00:00,SL,1.10741,1.11117,1.10177,TP_cap,37.6,10.21,21,0,0,-1.0000,1.50,-1.0399,-1.0598,-1.0798,2015-08-12 07:00:00,2015-08-12 07:00:00,2015-08-12 07:00:00
control,train,-1,2015-08-14 10:00:00,2015-08-14 07:00:00,2015-08-14 12:00:00,SL,1.11628,1.11949,1.11147,TP_cap,32.1,8.42,17,0,0,0.3726,1.50,0.3258,0.3024,0.2790,2015-08-14 07:00:00,2015-08-14 07:00:00,2015-08-14 07:00:00
control,train,-1,2015-08-14 14:00:00,2015-08-14 11:00:00,2015-08-14 17:00:00,TP,1.11740,1.12132,1.11152,TP_cap,39.2,7.52,16,0,0,1.5000,1.50,1.4617,1.4426,1.4235,2015-08-14 11:00:00,2015-08-14 11:00:00,2015-08-14 11:00:00
control,train,-1,2015-08-20 18:00:00,2015-08-20 15:00:00,2015-08-20 23:00:00,SL,1.11951,1.12441,1.11215,TP_cap,49.0,26.79,54,0,0,-1.0000,1.50,-1.0306,-1.0459,-1.0612,2015-08-20 15:00:00,2015-08-20 15:00:00,2015-08-20 15:00:00
control,train,-1,2015-08-21 14:00:00,2015-08-21 11:00:00,2015-08-21 18:00:00,SL,1.12926,1.13363,1.12271,TP_cap,43.7,nan,nan,0,0,-1.0000,1.50,-1.0344,-1.0515,-1.0687,2015-08-21 11:00:00,2015-08-21 11:00:00,2015-08-21 11:00:00
control,train,-1,2015-08-25 10:00:00,2015-08-25 07:00:00,2015-08-25 17:00:00,TP,1.15674,1.16483,1.14461,TP_cap,80.9,28.07,57,0,0,1.5000,1.50,1.4815,1.4722,1.4629,2015-08-25 07:00:00,2015-08-25 07:00:00,2015-08-25 07:00:00
control,train,-1,2015-09-11 11:00:00,2015-09-11 08:00:00,2015-09-11 18:00:00,SL,1.12851,1.13229,1.12284,TP_cap,37.8,18.19,37,0,0,-1.0000,1.50,-1.0397,-1.0595,-1.0793,2015-09-11 08:00:00,2015-09-11 08:00:00,2015-09-11 08:00:00
control,train,-1,2015-09-18 11:00:00,2015-09-18 08:00:00,2015-09-18 18:00:00,TP,1.14320,1.14776,1.13636,TP_cap,45.6,12.55,26,0,0,1.5000,1.50,1.4671,1.4507,1.4342,2015-09-18 08:00:00,2015-09-18 08:00:00,2015-09-18 08:00:00
control,train,1,2015-09-21 18:00:00,2015-09-21 15:00:00,2015-09-22 16:00:00,SL,1.11931,1.11423,1.12693,TP_cap,50.8,32.81,66,1,1,-1.0000,2.30,-1.0453,-1.0679,-1.0905,2015-09-21 15:00:00,2015-09-21 15:00:00,2015-09-21 15:00:00
control,train,1,2015-09-22 18:00:00,2015-09-22 15:00:00,2015-09-23 17:00:00,SL,1.11328,1.10907,1.11960,TP_cap,42.1,90.44,181,1,1,0.2817,2.30,0.2271,0.1998,0.1725,2015-09-22 15:00:00,2015-09-22 15:00:00,2015-09-22 15:00:00
control,train,-1,2015-10-08 13:00:00,2015-10-08 10:00:00,2015-10-08 15:00:00,TP,1.13019,1.13362,1.12504,TP_cap,34.3,4.80,10,0,0,1.5000,1.50,1.4563,1.4344,1.4125,2015-10-08 10:00:00,2015-10-08 10:00:00,2015-10-08 10:00:00
control,train,-1,2015-10-09 11:00:00,2015-10-09 08:00:00,2015-10-09 15:00:00,SL,1.13367,1.13756,1.12783,TP_cap,38.9,8.22,17,0,0,-1.0000,1.50,-1.0386,-1.0578,-1.0771,2015-10-09 08:00:00,2015-10-09 08:00:00,2015-10-09 08:00:00
control,train,-1,2015-10-13 10:00:00,2015-10-13 07:00:00,2015-10-13 10:00:00,SL,1.13756,1.14019,1.13361,TP_cap,26.3,10.44,21,0,0,-1.0000,1.50,-1.0570,-1.0855,-1.1139,2015-10-13 07:00:00,2015-10-13 07:00:00,2015-10-13 07:00:00
control,train,-1,2015-10-13 16:00:00,2015-10-13 13:00:00,2015-10-14 10:00:00,SL,1.13913,1.14269,1.13380,TP_cap,35.6,9.22,19,1,1,-1.0000,2.30,-1.0647,-1.0970,-1.1294,2015-10-13 13:00:00,2015-10-13 13:00:00,2015-10-13 13:00:00
control,train,1,2015-10-22 16:00:00,2015-10-22 13:00:00,2015-10-22 18:00:00,SL,1.11964,1.11501,1.12659,TP_cap,46.3,6.25,13,0,0,-1.0000,1.50,-1.0324,-1.0486,-1.0648,2015-10-22 13:00:00,2015-10-22 13:00:00,2015-10-22 13:00:00
control,train,1,2015-10-26 12:00:00,2015-10-26 10:00:00,2015-10-27 09:00:00,SL,1.10244,1.09874,1.10799,TP_cap,37.0,65.33,131,1,1,0.6859,2.30,0.6237,0.5926,0.5615,2015-10-26 10:00:00,2015-10-26 10:00:00,2015-10-26 10:00:00
control,train,1,2015-11-04 12:00:00,2015-11-04 10:00:00,2015-11-04 16:00:00,SL,1.09174,1.08884,1.09610,TP_cap,29.0,8.72,18,0,0,-1.0000,1.50,-1.0517,-1.0775,-1.1033,2015-11-04 10:00:00,2015-11-04 10:00:00,2015-11-04 10:00:00
control,train,1,2015-11-05 12:00:00,2015-11-05 10:00:00,2015-11-06 15:00:00,SL,1.08647,1.08288,1.09186,TP_cap,35.9,31.46,63,1,1,-1.0000,2.30,-1.0641,-1.0961,-1.1281,2015-11-05 10:00:00,2015-11-05 10:00:00,2015-11-05 10:00:00
control,train,1,2015-11-09 15:00:00,2015-11-09 13:00:00,2015-11-09 15:00:00,SL,1.07753,1.07408,1.08271,TP_cap,34.5,8.06,17,0,0,-1.0000,1.50,-1.0434,-1.0652,-1.0869,2015-11-09 13:00:00,2015-11-09 13:00:00,2015-11-09 13:00:00
control,train,1,2015-11-10 11:00:00,2015-11-10 09:00:00,2015-11-10 14:00:00,SL,1.07477,1.07167,1.07941,TP_cap,31.0,5.52,12,0,0,-1.0000,1.50,-1.0485,-1.0727,-1.0969,2015-11-10 09:00:00,2015-11-10 09:00:00,2015-11-10 09:00:00
control,train,1,2015-11-17 10:00:00,2015-11-17 08:00:00,2015-11-18 11:00:00,TIME_STOP,1.06551,1.06241,1.07015,TP_cap,31.0,12.27,25,1,1,0.4812,2.30,0.4069,0.3698,0.3326,2015-11-17 08:00:00,2015-11-17 08:00:00,2015-11-17 08:00:00
control,train,1,2015-11-25 13:00:00,2015-11-25 11:00:00,2015-11-26 12:00:00,TIME_STOP,1.05949,1.05539,1.06549,TP_mean,41.0,11.39,23,1,3,0.3588,3.90,0.2636,0.2160,0.1684,2015-11-25 11:00:00,2015-11-25 11:00:00,2015-11-25 11:00:00
control,train,1,2015-11-27 12:00:00,2015-11-27 10:00:00,2015-11-27 19:00:00,TIME_STOP,1.05840,1.05588,1.06218,TP_cap,25.2,3.48,7,0,0,0.4251,1.50,0.3655,0.3357,0.3059,2015-11-27 10:00:00,2015-11-27 10:00:00,2015-11-27 10:00:00
control,train,1,2015-11-30 09:00:00,2015-11-30 07:00:00,2015-11-30 17:00:00,TIME_STOP,1.05807,1.05600,1.06117,TP_cap,20.7,3.70,8,0,0,-0.0725,1.50,-0.1450,-0.1812,-0.2175,2015-11-30 07:00:00,2015-11-30 07:00:00,2015-11-30 07:00:00
control,train,-1,2015-12-03 15:00:00,2015-12-03 13:00:00,2015-12-03 15:00:00,SL,1.06653,1.07153,1.05981,TP_mean,50.0,6.40,13,0,0,-1.0000,1.50,-1.0300,-1.0450,-1.0600,2015-12-03 13:00:00,2015-12-03 13:00:00,2015-12-03 13:00:00
control,train,-1,2015-12-04 16:00:00,2015-12-04 14:00:00,2015-12-07 10:00:00,TP,1.09252,1.09976,1.08166,TP_cap,72.4,66.83,134,1,1,1.5000,2.30,1.4682,1.4524,1.4365,2015-12-04 14:00:00,2015-12-04 14:00:00,2015-12-04 14:00:00
control,train,-1,2015-12-11 14:00:00,2015-12-11 12:00:00,2015-12-11 16:00:00,SL,1.09717,1.10053,1.09217,TP_mean,33.6,6.55,14,0,0,-1.0000,1.50,-1.0446,-1.0669,-1.0892,2015-12-11 12:00:00,2015-12-11 12:00:00,2015-12-11 12:00:00
control,train,-1,2015-12-15 10:00:00,2015-12-15 08:00:00,2015-12-15 14:00:00,TP,1.10526,1.10890,1.09981,TP_cap,36.4,10.38,21,0,0,1.5000,1.50,1.4587,1.4381,1.4175,2015-12-15 08:00:00,2015-12-15 08:00:00,2015-12-15 08:00:00
control,train,-1,2015-12-28 14:00:00,2015-12-28 12:00:00,2015-12-29 10:00:00,TIME_STOP,1.09880,1.10122,1.09517,TP_cap,24.2,9.90,20,1,1,0.5252,2.30,0.4301,0.3826,0.3350,2015-12-28 12:00:00,2015-12-28 12:00:00,2015-12-28 12:00:00
control,train,1,2016-01-04 17:00:00,2016-01-04 15:00:00,2016-01-04 18:00:00,SL,1.08357,1.07874,1.09082,TP_cap,48.3,21.62,44,0,0,-1.0000,1.50,-1.0310,-1.0466,-1.0621,2016-01-04 15:00:00,2016-01-04 15:00:00,2016-01-04 15:00:00
control,train,1,2016-01-05 10:00:00,2016-01-05 08:00:00,2016-01-05 11:00:00,SL,1.08082,1.07739,1.08596,TP_cap,34.3,13.11,27,0,0,-1.0000,1.50,-1.0438,-1.0656,-1.0875,2016-01-05 08:00:00,2016-01-05 08:00:00,2016-01-05 08:00:00
control,train,-1,2016-01-15 16:00:00,2016-01-15 14:00:00,2016-01-18 06:00:00,TIME_STOP,1.09568,1.10068,1.08819,TP_cap,50.0,6.56,14,1,1,1.2609,2.30,1.2148,1.1918,1.1688,2016-01-15 14:00:00,2016-01-15 14:00:00,2016-01-15 14:00:00
control,train,-1,2016-01-20 09:00:00,2016-01-20 07:00:00,2016-01-20 13:00:00,TP,1.09543,1.09851,1.09081,TP_cap,30.8,4.18,9,0,0,1.5000,1.50,1.4513,1.4270,1.4026,2016-01-20 07:00:00,2016-01-20 07:00:00,2016-01-20 07:00:00
control,train,1,2016-01-21 16:00:00,2016-01-21 14:00:00,2016-01-21 20:00:00,TP,1.07910,1.07366,1.08726,TP_cap,54.4,11.10,23,0,0,1.5000,1.50,1.4724,1.4586,1.4448,2016-01-21 14:00:00,2016-01-21 14:00:00,2016-01-21 14:00:00
control,train,1,2016-01-22 15:00:00,2016-01-22 13:00:00,2016-01-25 05:00:00,TIME_STOP,1.08179,1.07761,1.08802,TP_mean,41.8,6.63,14,1,1,-0.1867,2.30,-0.2418,-0.2693,-0.2968,2016-01-22 13:00:00,2016-01-22 13:00:00,2016-01-22 13:00:00
control,train,-1,2016-02-03 17:00:00,2016-02-03 15:00:00,2016-02-03 17:00:00,SL,1.10077,1.10481,1.09470,TP_cap,40.4,25.07,51,0,0,-1.0000,1.50,-1.0371,-1.0556,-1.0742,2016-02-03 15:00:00,2016-02-03 15:00:00,2016-02-03 15:00:00
control,train,-1,2016-02-09 16:00:00,2016-02-09 14:00:00,2016-02-10 17:00:00,TP,1.12886,1.13437,1.12060,TP_cap,55.1,13.94,28,1,1,1.5000,2.30,1.4582,1.4374,1.4165,2016-02-09 14:00:00,2016-02-09 14:00:00,2016-02-09 14:00:00
control,train,-1,2016-02-11 11:00:00,2016-02-11 09:00:00,2016-02-11 15:00:00,SL,1.13144,1.13667,1.12360,TP_cap,52.3,6.60,14,0,0,-1.0000,1.50,-1.0287,-1.0431,-1.0574,2016-02-11 09:00:00,2016-02-11 09:00:00,2016-02-11 09:00:00
control,train,-1,2016-02-12 09:00:00,2016-02-12 07:00:00,2016-02-12 15:00:00,TP,1.13130,1.13587,1.12591,TP_mean,45.7,5.04,11,0,0,1.1790,1.50,1.1462,1.1298,1.1135,2016-02-12 07:00:00,2016-02-12 07:00:00,2016-02-12 07:00:00
control,train,1,2016-02-18 14:00:00,2016-02-18 12:00:00,2016-02-19 07:00:00,TIME_STOP,1.10971,1.10640,1.11467,TP_cap,33.1,8.39,17,1,1,0.8673,2.30,0.7978,0.7631,0.7283,2016-02-18 12:00:00,2016-02-18 12:00:00,2016-02-18 12:00:00
control,train,1,2016-02-19 12:00:00,2016-02-19 10:00:00,2016-02-19 20:00:00,TP,1.10844,1.10495,1.11363,TP_mean,34.9,8.50,17,0,0,1.4880,1.50,1.4450,1.4234,1.4019,2016-02-19 10:00:00,2016-02-19 10:00:00,2016-02-19 10:00:00
control,train,1,2016-02-22 13:00:00,2016-02-22 11:00:00,2016-02-22 14:00:00,SL,1.10622,1.10322,1.11072,TP_cap,30.0,9.31,19,0,0,-1.0000,1.50,-1.0500,-1.0751,-1.1001,2016-02-22 11:00:00,2016-02-22 11:00:00,2016-02-22 11:00:00
control,train,1,2016-02-29 11:00:00,2016-02-29 09:00:00,2016-02-29 13:00:00,SL,1.09205,1.08844,1.09746,TP_cap,36.1,11.71,24,0,0,-1.0000,1.50,-1.0416,-1.0623,-1.0831,2016-02-29 09:00:00,2016-02-29 09:00:00,2016-02-29 09:00:00
control,train,1,2016-03-01 17:00:00,2016-03-01 15:00:00,2016-03-03 09:00:00,TIME_STOP,1.08568,1.08229,1.09077,TP_cap,33.9,19.72,40,2,4,0.0619,4.70,-0.0766,-0.1459,-0.2152,2016-03-01 15:00:00,2016-03-01 15:00:00,2016-03-01 15:00:00
control,train,1,2016-03-10 15:00:00,2016-03-10 13:00:00,2016-03-10 15:00:00,TP,1.08458,1.07975,1.09182,TP_cap,48.3,nan,nan,0,0,1.5000,1.50,1.4689,1.4534,1.4378,2016-03-10 13:00:00,2016-03-10 13:00:00,2016-03-10 13:00:00
