arm,split,direction,entry_time_server,entry_time_utc,exit_time_server,exit_reason,entry,sl_initial,tp,tp_binding,r_pips,hl_e,ts_bars,swap_events,swap_weighted,gross_r,cost_pips_x1,net_r_x1,net_r_x1_5,net_r_x2,feature_time_utc,decision_time_utc,execution_time_utc
control,train,1,2017-03-29 15:00:00,2017-03-29 12:00:00,2017-03-30 15:00:00,SL,1.07520,1.07225,1.07963,TP_cap,29.5,nan,nan,1,3,-1.0000,3.90,-1.1321,-1.1982,-1.2643,2017-03-29 12:00:00,2017-03-29 12:00:00,2017-03-29 12:00:00
control,train,1,2017-04-04 14:00:00,2017-04-04 11:00:00,2017-04-04 20:00:00,SL,1.06417,1.06189,1.06758,TP_cap,22.8,10.09,21,0,0,0.3372,1.50,0.2713,0.2383,0.2053,2017-04-04 11:00:00,2017-04-04 11:00:00,2017-04-04 11:00:00
control,train,1,2017-04-10 10:00:00,2017-04-10 07:00:00,2017-04-10 23:00:00,SL,1.05828,1.05596,1.06175,TP_cap,23.2,18.04,37,0,0,0.3324,1.50,0.2676,0.2352,0.2028,2017-04-10 07:00:00,2017-04-10 07:00:00,2017-04-10 07:00:00
control,train,-1,2017-04-18 15:00:00,2017-04-18 12:00:00,2017-04-18 15:00:00,SL,1.06779,1.06990,1.06462,TP_cap,21.1,8.10,17,0,0,-1.0000,1.50,-1.0710,-1.1065,-1.1420,2017-04-18 12:00:00,2017-04-18 12:00:00,2017-04-18 12:00:00
control,train,-1,2017-04-20 10:00:00,2017-04-20 07:00:00,2017-04-20 11:00:00,SL,1.07404,1.07610,1.07095,TP_cap,20.6,34.03,69,0,0,-1.0000,1.50,-1.0728,-1.1092,-1.1455,2017-04-20 07:00:00,2017-04-20 07:00:00,2017-04-20 07:00:00
control,train,-1,2017-04-24 10:00:00,2017-04-24 07:00:00,2017-04-25 00:00:00,TIME_STOP,1.08425,1.08956,1.07628,TP_cap,53.1,6.69,14,1,1,-0.4576,2.30,-0.5009,-0.5225,-0.5442,2017-04-24 07:00:00,2017-04-24 07:00:00,2017-04-24 07:00:00
control,train,-1,2017-05-04 18:00:00,2017-05-04 15:00:00,2017-05-04 19:00:00,SL,1.09448,1.09722,1.09117,TP_mean,27.4,5.10,11,0,0,-1.0000,1.50,-1.0547,-1.0821,-1.1094,2017-05-04 15:00:00,2017-05-04 15:00:00,2017-05-04 15:00:00
control,train,-1,2017-05-05 16:00:00,2017-05-05 13:00:00,2017-05-08 00:00:00,SL,1.09784,1.10054,1.09378,TP_cap,27.0,17.19,35,1,1,-1.0000,2.30,-1.0851,-1.1276,-1.1701,2017-05-05 13:00:00,2017-05-05 13:00:00,2017-05-05 13:00:00
control,train,-1,2017-05-15 16:00:00,2017-05-15 13:00:00,2017-05-16 09:00:00,SL,1.09783,1.10003,1.09453,TP_cap,22.0,nan,nan,1,1,-1.0000,2.30,-1.1044,-1.1566,-1.2088,2017-05-15 13:00:00,2017-05-15 13:00:00,2017-05-15 13:00:00
control,train,-1,2017-05-16 11:00:00,2017-05-16 08:00:00,2017-05-16 13:00:00,SL,1.10285,1.10500,1.09962,TP_cap,21.5,nan,nan,0,0,-1.0000,1.50,-1.0697,-1.1046,-1.1395,2017-05-16 08:00:00,2017-05-16 08:00:00,2017-05-16 08:00:00
control,train,-1,2017-05-17 15:00:00,2017-05-17 12:00:00,2017-05-17 17:00:00,SL,1.11116,1.11415,1.10668,TP_cap,29.9,96.86,194,0,0,-1.0000,1.50,-1.0502,-1.0753,-1.1004,2017-05-17 12:00:00,2017-05-17 12:00:00,2017-05-17 12:00:00
control,train,-1,2017-05-19 15:00:00,2017-05-19 12:00:00,2017-05-19 20:00:00,SL,1.11777,1.12095,1.11299,TP_cap,31.8,19.80,40,0,0,-1.0000,1.50,-1.0471,-1.0707,-1.0942,2017-05-19 12:00:00,2017-05-19 12:00:00,2017-05-19 12:00:00
control,train,-1,2017-05-22 14:00:00,2017-05-22 11:00:00,2017-05-23 10:00:00,SL,1.12271,1.12642,1.11714,TP_cap,37.1,19.50,39,1,1,-1.0000,2.30,-1.0620,-1.0930,-1.1240,2017-05-22 11:00:00,2017-05-22 11:00:00,2017-05-22 11:00:00
control,train,1,2017-05-30 10:00:00,2017-05-30 07:00:00,2017-05-30 12:00:00,TP,1.11307,1.11083,1.11643,TP_cap,22.4,18.86,38,0,0,1.5000,1.50,1.4331,1.3997,1.3662,2017-05-30 07:00:00,2017-05-30 07:00:00,2017-05-30 07:00:00
control,train,-1,2017-05-31 17:00:00,2017-05-31 14:00:00,2017-06-01 20:00:00,TIME_STOP,1.12329,1.12650,1.11854,TP_mean,32.1,13.27,27,1,3,0.7383,3.90,0.6168,0.5561,0.4953,2017-05-31 14:00:00,2017-05-31 14:00:00,2017-05-31 14:00:00
control,train,-1,2017-06-02 17:00:00,2017-06-02 14:00:00,2017-06-05 20:00:00,SL,1.12758,1.13059,1.12307,TP_cap,30.1,27.65,56,1,1,0.6458,2.30,0.5693,0.5311,0.4928,2017-06-02 14:00:00,2017-06-02 14:00:00,2017-06-02 14:00:00
control,train,1,2017-06-09 12:00:00,2017-06-09 09:00:00,2017-06-12 13:00:00,SL,1.11759,1.11392,1.12310,TP_cap,36.7,16.27,33,1,1,0.9488,2.30,0.8862,0.8549,0.8236,2017-06-09 09:00:00,2017-06-09 09:00:00,2017-06-09 09:00:00
control,train,-1,2017-06-14 16:00:00,2017-06-14 13:00:00,2017-06-14 17:00:00,SL,1.12627,1.12897,1.12222,TP_cap,27.0,49.87,100,0,0,-1.0000,1.50,-1.0556,-1.0834,-1.1112,2017-06-14 13:00:00,2017-06-14 13:00:00,2017-06-14 13:00:00
control,train,1,2017-06-15 17:00:00,2017-06-15 14:00:00,2017-06-16 12:00:00,TIME_STOP,1.11475,1.11150,1.11962,TP_cap,32.5,9.39,19,1,1,0.7825,2.30,0.7117,0.6763,0.6408,2017-06-15 14:00:00,2017-06-15 14:00:00,2017-06-15 14:00:00
control,train,-1,2017-06-23 18:00:00,2017-06-23 15:00:00,2017-06-26 15:00:00,SL,1.11998,1.12223,1.11661,TP_cap,22.5,355.68,712,1,1,0.4982,2.30,0.3959,0.3447,0.2935,2017-06-23 15:00:00,2017-06-23 15:00:00,2017-06-23 15:00:00
control,train,-1,2017-06-27 12:00:00,2017-06-27 09:00:00,2017-06-27 15:00:00,SL,1.12492,1.12764,1.12085,TP_cap,27.2,11.01,23,0,0,-1.0000,1.50,-1.0552,-1.0828,-1.1104,2017-06-27 09:00:00,2017-06-27 09:00:00,2017-06-27 09:00:00
control,train,-1,2017-06-28 17:00:00,2017-06-28 14:00:00,2017-06-29 05:00:00,SL,1.13655,1.14132,1.12940,TP_cap,47.7,50.50,101,1,3,-1.0000,3.90,-1.0818,-1.1227,-1.1636,2017-06-28 14:00:00,2017-06-28 14:00:00,2017-06-28 14:00:00
control,train,-1,2017-07-12 16:00:00,2017-07-12 13:00:00,2017-07-12 16:00:00,TP,1.14671,1.14996,1.14197,TP_mean,32.5,7.92,16,0,0,1.4617,1.50,1.4155,1.3924,1.3693,2017-07-12 13:00:00,2017-07-12 13:00:00,2017-07-12 13:00:00
control,train,-1,2017-07-18 10:00:00,2017-07-18 07:00:00,2017-07-18 12:00:00,SL,1.15263,1.15518,1.14880,TP_cap,25.5,10.10,21,0,0,-1.0000,1.50,-1.0588,-1.0881,-1.1175,2017-07-18 07:00:00,2017-07-18 07:00:00,2017-07-18 07:00:00
control,train,-1,2017-07-20 18:00:00,2017-07-20 15:00:00,2017-07-21 11:00:00,TIME_STOP,1.16343,1.16846,1.15588,TP_cap,50.3,8.40,17,1,1,-0.0855,2.30,-0.1312,-0.1540,-0.1769,2017-07-20 15:00:00,2017-07-20 15:00:00,2017-07-20 15:00:00
control,train,-1,2017-07-24 13:00:00,2017-07-24 10:00:00,2017-07-25 10:00:00,TIME_STOP,1.16565,1.16854,1.16132,TP_cap,28.9,10.27,21,1,1,-0.1525,2.30,-0.2322,-0.2720,-0.3119,2017-07-24 10:00:00,2017-07-24 10:00:00,2017-07-24 10:00:00
control,train,-1,2017-07-25 16:00:00,2017-07-25 13:00:00,2017-07-25 18:00:00,TP,1.16883,1.17151,1.16481,TP_cap,26.8,9.81,20,0,0,1.5000,1.50,1.4441,1.4161,1.3882,2017-07-25 13:00:00,2017-07-25 13:00:00,2017-07-25 13:00:00
control,train,-1,2017-07-28 18:00:00,2017-07-28 15:00:00,2017-07-31 13:00:00,TIME_STOP,1.17470,1.17831,1.16928,TP_cap,36.1,9.07,19,1,1,0.3737,2.30,0.3100,0.2782,0.2463,2017-07-28 15:00:00,2017-07-28 15:00:00,2017-07-28 15:00:00
control,train,-1,2017-07-31 18:00:00,2017-07-31 15:00:00,2017-07-31 18:00:00,SL,1.17893,1.18215,1.17410,TP_cap,32.2,10.19,21,0,0,-1.0000,1.50,-1.0466,-1.0698,-1.0931,2017-07-31 15:00:00,2017-07-31 15:00:00,2017-07-31 15:00:00
control,train,-1,2017-08-01 16:00:00,2017-08-01 13:00:00,2017-08-02 11:00:00,SL,1.18171,1.18459,1.17739,TP_cap,28.8,11.75,24,1,1,-1.0000,2.30,-1.0799,-1.1198,-1.1598,2017-08-01 13:00:00,2017-08-01 13:00:00,2017-08-01 13:00:00
control,train,-1,2017-08-02 17:00:00,2017-08-02 14:00:00,2017-08-02 18:00:00,SL,1.18332,1.18666,1.17831,TP_cap,33.4,13.32,27,0,0,-1.0000,1.50,-1.0450,-1.0674,-1.0899,2017-08-02 14:00:00,2017-08-02 14:00:00,2017-08-02 14:00:00
control,train,-1,2017-08-03 10:00:00,2017-08-03 07:00:00,2017-08-03 17:00:00,SL,1.18509,1.18791,1.18086,TP_cap,28.2,8.20,17,0,0,-1.0000,1.50,-1.0531,-1.0797,-1.1063,2017-08-03 07:00:00,2017-08-03 07:00:00,2017-08-03 07:00:00
control,train,1,2017-08-04 18:00:00,2017-08-04 15:00:00,2017-08-07 10:00:00,SL,1.17497,1.17070,1.18138,TP_cap,42.7,nan,nan,1,1,0.6657,2.30,0.6118,0.5849,0.5579,2017-08-04 15:00:00,2017-08-04 15:00:00,2017-08-04 15:00:00
control,train,1,2017-08-10 13:00:00,2017-08-10 10:00:00,2017-08-10 17:00:00,SL,1.17111,1.16811,1.17561,TP_cap,30.0,5.40,11,0,0,0.3678,1.50,0.3179,0.2929,0.2679,2017-08-10 10:00:00,2017-08-10 10:00:00,2017-08-10 10:00:00
control,train,1,2017-08-15 16:00:00,2017-08-15 13:00:00,2017-08-16 09:00:00,SL,1.16917,1.16542,1.17480,TP_cap,37.5,16.05,33,1,1,0.9674,2.30,0.9061,0.8754,0.8448,2017-08-15 13:00:00,2017-08-15 13:00:00,2017-08-15 13:00:00
control,train,1,2017-08-16 17:00:00,2017-08-16 14:00:00,2017-08-16 21:00:00,TP,1.16944,1.16580,1.17490,TP_cap,36.4,15.52,32,0,0,1.5000,1.50,1.4588,1.4382,1.4176,2017-08-16 14:00:00,2017-08-16 14:00:00,2017-08-16 14:00:00
control,train,-1,2017-08-21 18:00:00,2017-08-21 15:00:00,2017-08-22 11:00:00,TP,1.18147,1.18439,1.17709,TP_cap,29.2,19.27,39,1,1,1.5000,2.30,1.4212,1.3818,1.3424,2017-08-21 15:00:00,2017-08-21 15:00:00,2017-08-21 15:00:00
control,train,-1,2017-08-25 18:00:00,2017-08-25 15:00:00,2017-08-25 22:00:00,SL,1.18707,1.19063,1.18174,TP_cap,35.6,7.47,15,0,0,-1.0000,1.50,-1.0422,-1.0633,-1.0844,2017-08-25 15:00:00,2017-08-25 15:00:00,2017-08-25 15:00:00
control,train,-1,2017-09-07 13:00:00,2017-09-07 10:00:00,2017-09-07 15:00:00,SL,1.19801,1.20095,1.19360,TP_cap,29.4,22.82,46,0,0,-1.0000,1.50,-1.0510,-1.0765,-1.1020,2017-09-07 10:00:00,2017-09-07 10:00:00,2017-09-07 10:00:00
control,train,-1,2017-09-08 10:00:00,2017-09-08 07:00:00,2017-09-11 10:00:00,TP,1.20642,1.21112,1.19937,TP_cap,47.0,19.73,40,1,1,1.5000,2.30,1.4511,1.4266,1.4022,2017-09-08 07:00:00,2017-09-08 07:00:00,2017-09-08 07:00:00
control,train,1,2017-09-26 11:00:00,2017-09-26 08:00:00,2017-09-26 14:00:00,SL,1.18124,1.17837,1.18555,TP_cap,28.7,12.46,25,0,0,-1.0000,1.50,-1.0522,-1.0783,-1.1044,2017-09-26 08:00:00,2017-09-26 08:00:00,2017-09-26 08:00:00
control,train,1,2017-10-05 18:00:00,2017-10-05 15:00:00,2017-10-06 07:00:00,SL,1.17143,1.16870,1.17541,TP_mean,27.3,7.36,15,1,1,-1.0000,2.30,-1.0842,-1.1264,-1.1685,2017-10-05 15:00:00,2017-10-05 15:00:00,2017-10-05 15:00:00
control,train,1,2017-10-06 16:00:00,2017-10-06 13:00:00,2017-10-06 17:00:00,TP,1.16907,1.16633,1.17318,TP_cap,27.4,9.63,20,0,0,1.5000,1.50,1.4452,1.4178,1.3904,2017-10-06 13:00:00,2017-10-06 13:00:00,2017-10-06 13:00:00
control,train,-1,2017-10-10 13:00:00,2017-10-10 10:00:00,2017-10-11 09:00:00,SL,1.18018,1.18282,1.17623,TP_cap,26.4,53.68,108,1,1,-1.0000,2.30,-1.0872,-1.1309,-1.1745,2017-10-10 10:00:00,2017-10-10 10:00:00,2017-10-10 10:00:00
control,train,-1,2017-10-11 16:00:00,2017-10-11 13:00:00,2017-10-12 04:00:00,SL,1.18439,1.18739,1.17988,TP_cap,30.0,173.48,347,1,3,-1.0000,3.90,-1.1298,-1.1947,-1.2596,2017-10-11 13:00:00,2017-10-11 13:00:00,2017-10-11 13:00:00
control,train,1,2017-10-26 18:00:00,2017-10-26 15:00:00,2017-10-26 20:00:00,SL,1.17034,1.16627,1.17645,TP_cap,40.7,15.33,31,0,0,-1.0000,1.50,-1.0369,-1.0553,-1.0737,2017-10-26 15:00:00,2017-10-26 15:00:00,2017-10-26 15:00:00
control,train,1,2017-11-06 16:00:00,2017-11-06 14:00:00,2017-11-07 08:00:00,SL,1.15854,1.15571,1.16279,TP_cap,28.3,12.81,26,1,1,0.5189,2.30,0.4377,0.3971,0.3564,2017-11-06 14:00:00,2017-11-06 14:00:00,2017-11-06 14:00:00
control,train,1,2017-11-07 11:00:00,2017-11-07 09:00:00,2017-11-08 01:00:00,TP,1.15659,1.15414,1.16027,TP_cap,24.5,16.02,33,1,1,1.5000,2.30,1.4062,1.3593,1.3124,2017-11-07 09:00:00,2017-11-07 09:00:00,2017-11-07 09:00:00
control,train,-1,2017-11-09 14:00:00,2017-11-09 12:00:00,2017-11-09 15:00:00,TP,1.16399,1.16643,1.16046,TP_mean,24.4,9.11,19,0,0,1.4467,1.50,1.3851,1.3544,1.3236,2017-11-09 12:00:00,2017-11-09 12:00:00,2017-11-09 12:00:00
control,train,-1,2017-11-14 10:00:00,2017-11-14 08:00:00,2017-11-14 10:00:00,SL,1.16892,1.17086,1.16601,TP_cap,19.4,11.19,23,0,0,-1.0000,1.50,-1.0773,-1.1160,-1.1546,2017-11-14 08:00:00,2017-11-14 08:00:00,2017-11-14 08:00:00
control,train,-1,2017-11-16 09:00:00,2017-11-16 07:00:00,2017-11-16 10:00:00,SL,1.17997,1.18246,1.17623,TP_cap,24.9,23.53,48,0,0,0.4803,1.50,0.4200,0.3899,0.3598,2017-11-16 07:00:00,2017-11-16 07:00:00,2017-11-16 07:00:00
control,train,-1,2017-11-24 16:00:00,2017-11-24 14:00:00,2017-11-24 17:00:00,SL,1.18964,1.19224,1.18573,TP_cap,26.0,nan,nan,0,0,-1.0000,1.50,-1.0576,-1.0864,-1.1152,2017-11-24 14:00:00,2017-11-24 14:00:00,2017-11-24 14:00:00
control,train,-1,2017-11-27 11:00:00,2017-11-27 09:00:00,2017-11-27 19:00:00,TP,1.19385,1.19655,1.18979,TP_cap,27.0,50.66,102,0,0,1.5000,1.50,1.4445,1.4168,1.3890,2017-11-27 09:00:00,2017-11-27 09:00:00,2017-11-27 09:00:00
control,train,1,2017-12-06 16:00:00,2017-12-06 14:00:00,2017-12-07 08:00:00,TIME_STOP,1.18078,1.17795,1.18503,TP_cap,28.3,7.52,16,1,3,-0.5476,3.90,-0.6853,-0.7542,-0.8231,2017-12-06 14:00:00,2017-12-06 14:00:00,2017-12-06 14:00:00
control,train,1,2017-12-07 13:00:00,2017-12-07 11:00:00,2017-12-07 20:00:00,TP,1.17796,1.17573,1.18131,TP_cap,22.3,9.36,19,0,0,1.5000,1.50,1.4328,1.3991,1.3655,2017-12-07 11:00:00,2017-12-07 11:00:00,2017-12-07 11:00:00
control,train,1,2017-12-08 09:00:00,2017-12-08 07:00:00,2017-12-08 14:00:00,SL,1.17520,1.17314,1.17828,TP_cap,20.6,10.57,22,0,0,-1.0000,1.50,-1.0729,-1.1094,-1.1459,2017-12-08 07:00:00,2017-12-08 07:00:00,2017-12-08 07:00:00
control,train,-1,2017-12-20 11:00:00,2017-12-20 09:00:00,2017-12-20 17:00:00,SL,1.18473,1.18694,1.18141,TP_cap,22.1,9.90,20,0,0,-1.0000,1.50,-1.0679,-1.1018,-1.1357,2017-12-20 09:00:00,2017-12-20 09:00:00,2017-12-20 09:00:00
control,train,-1,2017-12-21 11:00:00,2017-12-21 09:00:00,2017-12-21 18:00:00,SL,1.18789,1.18997,1.18477,TP_cap,20.8,26.52,54,0,0,0.2821,1.50,0.2101,0.1741,0.1380,2017-12-21 09:00:00,2017-12-21 09:00:00,2017-12-21 09:00:00
control,train,-1,2017-12-28 09:00:00,2017-12-28 07:00:00,2017-12-28 18:00:00,SL,1.19322,1.19511,1.19038,TP_cap,18.9,10.69,22,0,0,-1.0000,1.50,-1.0793,-1.1189,-1.1585,2017-12-28 07:00:00,2017-12-28 07:00:00,2017-12-28 07:00:00
control,train,-1,2018-01-04 17:00:00,2018-01-04 15:00:00,2018-01-05 15:00:00,SL,1.20822,1.21114,1.20384,TP_cap,29.2,20.99,42,1,1,0.8163,2.30,0.7375,0.6981,0.6587,2018-01-04 15:00:00,2018-01-04 15:00:00,2018-01-04 15:00:00
control,train,1,2018-01-09 13:00:00,2018-01-09 11:00:00,2018-01-10 07:00:00,SL,1.19277,1.19030,1.19648,TP_cap,24.7,126.70,254,1,1,0.3004,2.30,0.2074,0.1609,0.1144,2018-01-09 11:00:00,2018-01-09 11:00:00,2018-01-09 11:00:00
control,train,-1,2018-01-11 17:00:00,2018-01-11 15:00:00,2018-01-12 10:00:00,SL,1.20477,1.20881,1.19871,TP_cap,40.4,47.85,96,1,1,-1.0000,2.30,-1.0570,-1.0855,-1.1139,2018-01-11 15:00:00,2018-01-11 15:00:00,2018-01-11 15:00:00
control,train,-1,2018-01-15 11:00:00,2018-01-15 09:00:00,2018-01-15 12:00:00,SL,1.22314,1.22736,1.21681,TP_cap,42.2,nan,nan,0,0,-1.0000,1.50,-1.0356,-1.0533,-1.0711,2018-01-15 09:00:00,2018-01-15 09:00:00,2018-01-15 09:00:00
control,train,-1,2018-01-23 17:00:00,2018-01-23 15:00:00,2018-01-24 00:00:00,TIME_STOP,1.22785,1.23154,1.22426,TP_mean,36.9,3.07,7,1,1,-0.5257,2.30,-0.5880,-0.6192,-0.6503,2018-01-23 15:00:00,2018-01-23 15:00:00,2018-01-23 15:00:00
control,train,-1,2018-01-26 09:00:00,2018-01-26 07:00:00,2018-01-29 08:00:00,SL,1.24505,1.25083,1.23637,TP_cap,57.8,12.51,26,1,1,0.4229,2.30,0.3831,0.3632,0.3434,2018-01-26 07:00:00,2018-01-26 07:00:00,2018-01-26 07:00:00
control,train,-1,2018-02-02 10:00:00,2018-02-02 08:00:00,2018-02-02 15:00:00,TP,1.25097,1.25435,1.24590,TP_cap,33.8,18.78,38,0,0,1.5000,1.50,1.4557,1.4335,1.4113,2018-02-02 08:00:00,2018-02-02 08:00:00,2018-02-02 08:00:00
control,train,1,2018-02-06 15:00:00,2018-02-06 13:00:00,2018-02-07 10:00:00,SL,1.23398,1.22878,1.24178,TP_cap,52.0,53.06,107,1,1,0.6369,2.30,0.5927,0.5706,0.5485,2018-02-06 13:00:00,2018-02-06 13:00:00,2018-02-06 13:00:00
control,train,1,2018-02-08 09:00:00,2018-02-08 07:00:00,2018-02-08 14:00:00,SL,1.22638,1.22249,1.23222,TP_cap,38.9,21.71,44,0,0,-1.0000,1.50,-1.0386,-1.0578,-1.0771,2018-02-08 07:00:00,2018-02-08 07:00:00,2018-02-08 07:00:00
control,train,1,2018-02-09 14:00:00,2018-02-09 12:00:00,2018-02-09 16:00:00,SL,1.22406,1.22015,1.22992,TP_cap,39.1,9.71,20,0,0,0.2816,1.50,0.2432,0.2240,0.2048,2018-02-09 12:00:00,2018-02-09 12:00:00,2018-02-09 12:00:00
control,train,-1,2018-02-15 10:00:00,2018-02-15 08:00:00,2018-02-16 04:00:00,SL,1.25003,1.25436,1.24354,TP_cap,43.3,61.60,124,1,1,-1.0000,2.30,-1.0531,-1.0797,-1.1063,2018-02-15 08:00:00,2018-02-15 08:00:00,2018-02-15 08:00:00
control,train,1,2018-02-28 10:00:00,2018-02-28 08:00:00,2018-02-28 17:00:00,SL,1.22238,1.21936,1.22691,TP_cap,30.2,12.15,25,0,0,-1.0000,1.50,-1.0497,-1.0745,-1.0993,2018-02-28 08:00:00,2018-02-28 08:00:00,2018-02-28 08:00:00
control,train,1,2018-03-01 12:00:00,2018-03-01 10:00:00,2018-03-01 17:00:00,SL,1.21815,1.21546,1.22218,TP_cap,26.9,36.25,73,0,0,-1.0000,1.50,-1.0558,-1.0837,-1.1116,2018-03-01 10:00:00,2018-03-01 10:00:00,2018-03-01 10:00:00
control,train,1,2018-03-16 17:00:00,2018-03-16 15:00:00,2018-03-19 02:00:00,SL,1.22615,1.22313,1.23068,TP_cap,30.2,53.55,108,1,1,0.3598,2.30,0.2837,0.2457,0.2076,2018-03-16 15:00:00,2018-03-16 15:00:00,2018-03-16 15:00:00
control,train,-1,2018-03-26 13:00:00,2018-03-26 10:00:00,2018-03-26 17:00:00,SL,1.24058,1.24393,1.23555,TP_cap,33.5,33.81,68,0,0,-1.0000,1.50,-1.0447,-1.0671,-1.0894,2018-03-26 10:00:00,2018-03-26 10:00:00,2018-03-26 10:00:00
control,train,1,2018-04-03 17:00:00,2018-04-03 14:00:00,2018-04-04 07:00:00,TIME_STOP,1.22580,1.22259,1.23062,TP_cap,32.1,6.77,14,1,1,0.7568,2.30,0.6852,0.6493,0.6135,2018-04-03 14:00:00,2018-04-03 14:00:00,2018-04-03 14:00:00
control,train,1,2018-04-05 10:00:00,2018-04-05 07:00:00,2018-04-05 15:00:00,SL,1.22632,1.22404,1.22971,TP_mean,22.8,4.09,9,0,0,-1.0000,1.50,-1.0659,-1.0988,-1.1317,2018-04-05 07:00:00,2018-04-05 07:00:00,2018-04-05 07:00:00
control,train,1,2018-04-06 10:00:00,2018-04-06 07:00:00,2018-04-06 16:00:00,TP,1.22356,1.22120,1.22710,TP_cap,23.6,3.90,8,0,0,1.5000,1.50,1.4364,1.4045,1.3727,2018-04-06 07:00:00,2018-04-06 07:00:00,2018-04-06 07:00:00
control,train,-1,2018-04-09 16:00:00,2018-04-09 13:00:00,2018-04-10 14:00:00,SL,1.23132,1.23424,1.22736,TP_mean,29.2,12.93,26,1,1,-1.0000,2.30,-1.0788,-1.1182,-1.1575,2018-04-09 13:00:00,2018-04-09 13:00:00,2018-04-09 13:00:00
control,train,-1,2018-04-10 17:00:00,2018-04-10 14:00:00,2018-04-10 21:00:00,SL,1.23650,1.23984,1.23149,TP_cap,33.4,558.27,1117,0,0,0.1747,1.50,0.1298,0.1074,0.0849,2018-04-10 14:00:00,2018-04-10 14:00:00,2018-04-10 14:00:00
control,train,-1,2018-04-18 16:00:00,2018-04-18 13:00:00,2018-04-19 06:00:00,SL,1.23915,1.24189,1.23565,TP_mean,27.4,8.67,18,1,3,0.3504,3.90,0.2081,0.1370,0.0659,2018-04-18 13:00:00,2018-04-18 13:00:00,2018-04-18 13:00:00
control,train,1,2018-04-20 11:00:00,2018-04-20 08:00:00,2018-04-20 12:00:00,SL,1.23250,1.22992,1.23633,TP_mean,25.8,13.67,28,0,0,-1.0000,1.50,-1.0582,-1.0873,-1.1164,2018-04-20 08:00:00,2018-04-20 08:00:00,2018-04-20 08:00:00
control,train,1,2018-04-23 11:00:00,2018-04-23 08:00:00,2018-04-23 11:00:00,SL,1.22644,1.22382,1.23037,TP_cap,26.2,71.90,144,0,0,-1.0000,1.50,-1.0573,-1.0860,-1.1146,2018-04-23 08:00:00,2018-04-23 08:00:00,2018-04-23 08:00:00
control,train,1,2018-04-24 10:00:00,2018-04-24 07:00:00,2018-04-24 18:00:00,SL,1.22021,1.21780,1.22382,TP_cap,24.1,58.27,117,0,0,0.4359,1.50,0.3735,0.3424,0.3112,2018-04-24 07:00:00,2018-04-24 07:00:00,2018-04-24 07:00:00
control,train,1,2018-04-25 11:00:00,2018-04-25 08:00:00,2018-04-25 23:00:00,SL,1.21879,1.21631,1.22251,TP_cap,24.8,15.79,32,0,0,-1.0000,1.50,-1.0605,-1.0907,-1.1210,2018-04-25 08:00:00,2018-04-25 08:00:00,2018-04-25 08:00:00
control,train,1,2018-04-26 15:00:00,2018-04-26 12:00:00,2018-04-26 15:00:00,TP,1.21568,1.21256,1.22036,TP_cap,31.2,6.94,14,0,0,1.5000,1.50,1.4519,1.4279,1.4039,2018-04-26 12:00:00,2018-04-26 12:00:00,2018-04-26 12:00:00
control,train,1,2018-04-26 17:00:00,2018-04-26 14:00:00,2018-04-26 17:00:00,SL,1.21733,1.21330,1.22156,TP_mean,40.3,7.00,15,0,0,-1.0000,1.50,-1.0372,-1.0558,-1.0745,2018-04-26 14:00:00,2018-04-26 14:00:00,2018-04-26 14:00:00
control,train,1,2018-04-30 12:00:00,2018-04-30 09:00:00,2018-04-30 14:00:00,SL,1.21041,1.20745,1.21486,TP_cap,29.6,4.96,10,0,0,-1.0000,1.50,-1.0506,-1.0759,-1.1012,2018-04-30 09:00:00,2018-04-30 09:00:00,2018-04-30 09:00:00
control,train,1,2018-05-03 12:00:00,2018-05-03 09:00:00,2018-05-04 01:00:00,TIME_STOP,1.19860,1.19479,1.20397,TP_mean,38.1,6.15,13,1,1,0.0289,2.30,-0.0315,-0.0617,-0.0920,2018-05-03 09:00:00,2018-05-03 09:00:00,2018-05-03 09:00:00
control,train,1,2018-05-04 10:00:00,2018-05-04 07:00:00,2018-05-04 16:00:00,SL,1.19657,1.19374,1.20082,TP_cap,28.3,6.05,13,0,0,-1.0000,1.50,-1.0530,-1.0795,-1.1060,2018-05-04 07:00:00,2018-05-04 07:00:00,2018-05-04 07:00:00
control,train,1,2018-05-07 14:00:00,2018-05-07 11:00:00,2018-05-08 07:00:00,TIME_STOP,1.19170,1.18876,1.19611,TP_cap,29.4,8.01,17,1,1,-0.0612,2.30,-0.1395,-0.1786,-0.2178,2018-05-07 11:00:00,2018-05-07 11:00:00,2018-05-07 11:00:00
control,train,1,2018-05-08 12:00:00,2018-05-08 09:00:00,2018-05-08 16:00:00,SL,1.18883,1.18572,1.19350,TP_cap,31.1,4.93,10,0,0,-1.0000,1.50,-1.0482,-1.0723,-1.0965,2018-05-08 09:00:00,2018-05-08 09:00:00,2018-05-08 09:00:00
control,train,1,2018-05-09 17:00:00,2018-05-09 14:00:00,2018-05-09 19:00:00,SL,1.18782,1.18455,1.19214,TP_mean,32.7,5.72,12,0,0,-1.0000,1.50,-1.0459,-1.0688,-1.0918,2018-05-09 14:00:00,2018-05-09 14:00:00,2018-05-09 14:00:00
