case_id,position_id,ts_recv_utc,seconds_before_decision,raw_i5,aligned_i5,spread_ticks
F001_PID000000152,152,2019-04-23T23:58:44.341446400+00:00,75.6585536,-0.00911854103343465,0.00911854103343465,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.342290944+00:00,75.657709056,-0.00911854103343465,0.00911854103343465,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.434873344+00:00,75.565126656,-0.012121212121212121,0.012121212121212121,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.435153664+00:00,75.564846336,-0.012121212121212121,0.012121212121212121,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.441203200+00:00,75.5587968,-0.00911854103343465,0.00911854103343465,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.441499648+00:00,75.558500352,-0.00911854103343465,0.00911854103343465,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.443963392+00:00,75.556036608,-0.012121212121212121,0.012121212121212121,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.444237568+00:00,75.555762432,-0.012121212121212121,0.012121212121212121,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:44.454912768+00:00,75.545087232,-0.015105740181268883,0.015105740181268883,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:48.662896640+00:00,71.33710336,-0.015105740181268883,0.015105740181268883,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:50.052593664+00:00,69.947406336,-0.015105740181268883,0.015105740181268883,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.368800256+00:00,68.631199744,-0.015105740181268883,0.015105740181268883,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.368847360+00:00,68.63115264,-0.04024767801857585,0.04024767801857585,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.369032960+00:00,68.63096704,-0.043478260869565216,0.043478260869565216,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.369107200+00:00,68.6308928,-0.04672897196261682,0.04672897196261682,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.369202176+00:00,68.630797824,-0.05329153605015674,0.05329153605015674,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.369418496+00:00,68.630581504,-0.05329153605015674,0.05329153605015674,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.369473536+00:00,68.630526464,-0.05660377358490566,0.05660377358490566,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.369560064+00:00,68.630439936,-0.05,0.05,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.377804800+00:00,68.6221952,-0.06172839506172839,0.06172839506172839,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.380900608+00:00,68.619099392,-0.06832298136645963,0.06832298136645963,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.392620800+00:00,68.6073792,-0.07407407407407407,0.07407407407407407,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.400143104+00:00,68.599856896,-0.06832298136645963,0.06832298136645963,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:51.560646400+00:00,68.4393536,-0.06832298136645963,0.06832298136645963,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:56.907800832+00:00,63.092199168,-0.07165109034267912,0.07165109034267912,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:56.991042816+00:00,63.008957184,-0.06501547987616099,0.06501547987616099,0.9999999999976694
F001_PID000000152,152,2019-04-23T23:58:56.991279872+00:00,63.008720128,-0.06172839506172839,0.06172839506172839,0.9999999999976694
